Fixed-point accuracy study,,,,,,,,,,,,,,,,,,,,,
Clip #,Ground truth,TensorFlow,N_STO = 2,N_STO = 3,N_STO = 4,N_STO = 5,N_STO = 6,N_STO = 7,N_STO = 8,N_STO = 9,N_STO = 10,N_STO = 11,N_STO = 12,N_STO = 13,N_STO = 14,N_STO = 15,N_STO = 16,N_STO = 17,N_STO = 18,N_STO = 19,N_STO = 20
308,4,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
309,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
310,2,3,.,.,.,4,3,4,4,4,4,4,4,4,4,.,.,.,.,.,.
311,2,2,.,.,.,4,2,4,4,4,4,4,4,4,4,.,.,.,.,.,.
312,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
313,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
314,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
315,2,2,.,.,.,4,2,4,2,4,2,4,4,4,4,.,.,.,.,.,.
316,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
317,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
318,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
319,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
320,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
321,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
322,2,2,.,.,.,4,4,4,2,4,2,2,4,4,4,.,.,.,.,.,.
323,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
324,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
325,2,2,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
326,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
327,2,2,.,.,.,4,3,4,4,4,4,4,4,4,4,.,.,.,.,.,.
328,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
329,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
330,2,2,.,.,.,4,4,4,2,2,2,2,2,4,4,.,.,.,.,.,.
331,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
332,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
333,2,2,.,.,.,4,2,4,4,2,4,4,4,4,4,.,.,.,.,.,.
334,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
335,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
336,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
337,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
338,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
339,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
340,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
341,2,2,.,.,.,4,2,2,2,2,4,2,2,4,4,.,.,.,.,.,.
342,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
343,2,2,.,.,.,4,2,4,2,4,4,4,4,4,4,.,.,.,.,.,.
344,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
345,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
346,2,2,.,.,.,4,4,4,2,2,2,2,2,2,4,.,.,.,.,.,.
347,2,2,.,.,.,4,2,3,2,4,4,4,4,4,4,.,.,.,.,.,.
348,2,2,.,.,.,2,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
349,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
350,2,2,.,.,.,4,4,4,2,2,4,4,4,4,4,.,.,.,.,.,.
351,2,2,.,.,.,4,4,2,4,4,2,4,2,4,4,.,.,.,.,.,.
352,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
353,2,1,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
354,2,1,.,.,.,4,2,4,2,2,4,2,4,4,4,.,.,.,.,.,.
355,2,2,.,.,.,4,4,4,2,2,2,2,2,2,2,.,.,.,.,.,.
356,1,1,.,.,.,2,4,2,2,2,2,2,2,2,2,.,.,.,.,.,.
357,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
358,2,1,.,.,.,4,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
359,2,2,.,.,.,4,4,4,2,4,4,2,2,4,4,.,.,.,.,.,.
360,2,2,.,.,.,4,4,4,2,4,2,4,4,2,2,.,.,.,.,.,.
361,1,1,.,.,.,4,4,4,4,4,2,4,4,4,4,.,.,.,.,.,.
362,2,1,.,.,.,2,2,2,2,2,2,2,4,4,4,.,.,.,.,.,.
363,2,1,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
364,1,1,.,.,.,2,4,4,2,2,4,2,4,4,4,.,.,.,.,.,.
365,1,1,.,.,.,4,4,4,2,4,2,2,2,2,2,.,.,.,.,.,.
366,1,1,.,.,.,2,2,2,2,2,4,2,2,2,2,.,.,.,.,.,.
367,1,1,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
368,1,1,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
369,1,1,.,.,.,2,4,4,2,2,2,2,2,2,2,.,.,.,.,.,.
370,1,1,.,.,.,2,2,4,2,2,4,2,2,2,2,.,.,.,.,.,.
371,1,1,.,.,.,4,4,4,2,2,4,4,4,4,4,.,.,.,.,.,.
372,1,1,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
373,1,1,.,.,.,2,4,4,4,4,4,4,2,4,2,.,.,.,.,.,.
374,1,1,.,.,.,2,4,2,2,2,2,2,2,2,2,.,.,.,.,.,.
375,2,1,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
376,1,1,.,.,.,2,2,4,4,4,4,4,4,4,4,.,.,.,.,.,.
377,1,1,.,.,.,2,4,2,2,2,4,2,2,2,2,.,.,.,.,.,.
378,1,1,.,.,.,2,2,4,2,2,4,2,4,4,4,.,.,.,.,.,.
379,1,1,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
380,1,1,.,.,.,2,2,4,2,2,4,2,2,2,2,.,.,.,.,.,.
381,1,1,.,.,.,2,2,4,4,2,2,4,4,4,4,.,.,.,.,.,.
382,1,1,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
383,1,1,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
384,1,1,.,.,.,4,2,4,2,4,4,4,4,4,4,.,.,.,.,.,.
385,2,1,.,.,.,2,2,4,2,2,4,4,4,4,4,.,.,.,.,.,.
386,1,1,.,.,.,2,2,2,4,4,4,4,4,4,4,.,.,.,.,.,.
387,2,1,.,.,.,2,4,4,2,2,4,2,2,2,2,.,.,.,.,.,.
388,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
389,2,2,.,.,.,4,3,2,3,2,4,2,2,4,4,.,.,.,.,.,.
390,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
391,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
392,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
393,4,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
394,4,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
395,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
396,4,4,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
397,4,2,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
398,2,3,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
399,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
400,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
401,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
402,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
403,2,2,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
404,2,2,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
405,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
406,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
407,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
408,4,3,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
409,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
410,2,2,.,.,.,4,4,4,2,2,2,4,4,4,4,.,.,.,.,.,.
411,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
412,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
413,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
414,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
415,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
416,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
417,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
418,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
419,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
420,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
421,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
422,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
423,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
424,2,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
425,2,2,.,.,.,4,2,4,4,2,4,4,4,4,4,.,.,.,.,.,.
426,2,2,.,.,.,4,2,4,4,4,2,4,4,4,4,.,.,.,.,.,.
427,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
428,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
429,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
430,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
431,2,2,.,.,.,4,2,4,2,4,4,4,4,4,4,.,.,.,.,.,.
432,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
433,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
434,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
435,2,2,.,.,.,4,2,4,2,4,4,4,4,4,4,.,.,.,.,.,.
436,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
437,2,2,.,.,.,4,3,4,3,4,2,4,4,4,2,.,.,.,.,.,.
438,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
439,2,2,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
440,2,2,.,.,.,4,4,4,2,2,4,4,4,4,4,.,.,.,.,.,.
441,2,2,.,.,.,4,2,2,2,4,2,2,2,2,2,.,.,.,.,.,.
442,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
443,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
444,4,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
445,4,4,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
446,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
447,4,4,.,.,.,4,2,4,4,4,4,4,4,4,4,.,.,.,.,.,.
448,4,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
449,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
450,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
451,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
452,4,2,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
453,2,2,.,.,.,4,2,4,2,4,4,4,4,4,4,.,.,.,.,.,.
454,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
455,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
456,2,2,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
457,4,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
458,2,2,.,.,.,4,3,4,4,4,4,4,4,4,4,.,.,.,.,.,.
459,4,4,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
460,2,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
461,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
462,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
463,2,2,.,.,.,4,2,4,4,2,4,4,4,4,4,.,.,.,.,.,.
464,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
465,2,2,.,.,.,4,2,3,3,4,2,4,4,2,2,.,.,.,.,.,.
466,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
467,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
468,2,2,.,.,.,4,3,4,3,4,4,4,4,4,4,.,.,.,.,.,.
469,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
470,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
471,2,2,.,.,.,4,3,4,3,3,2,4,4,4,4,.,.,.,.,.,.
472,2,2,.,.,.,4,4,2,2,2,2,2,2,2,2,.,.,.,.,.,.
473,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
474,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
475,2,2,.,.,.,4,4,2,2,4,2,2,4,4,4,.,.,.,.,.,.
476,2,2,.,.,.,4,4,4,4,2,4,4,4,4,4,.,.,.,.,.,.
477,2,2,.,.,.,4,4,4,2,2,4,4,4,4,4,.,.,.,.,.,.
478,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
479,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
480,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
481,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
482,2,2,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
483,1,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
484,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
485,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
486,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
487,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
488,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
489,2,2,.,.,.,4,4,4,4,4,4,2,4,4,4,.,.,.,.,.,.
490,2,2,.,.,.,4,4,2,2,2,2,2,2,2,4,.,.,.,.,.,.
491,2,1,.,.,.,4,2,2,2,2,2,4,4,4,4,.,.,.,.,.,.
492,2,2,.,.,.,2,4,4,2,4,4,4,2,2,4,.,.,.,.,.,.
493,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
494,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
495,2,1,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
496,1,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
497,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
498,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
499,2,2,.,.,.,4,4,2,4,4,4,4,4,4,4,.,.,.,.,.,.
500,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
501,2,2,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
502,2,2,.,.,.,4,4,4,2,4,4,2,2,4,4,.,.,.,.,.,.
503,2,1,.,.,.,4,2,2,3,2,3,4,2,3,2,.,.,.,.,.,.
504,4,4,.,.,.,4,4,4,4,2,2,2,2,4,4,.,.,.,.,.,.
505,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
506,2,2,.,.,.,2,2,4,3,2,4,4,4,4,4,.,.,.,.,.,.
507,2,2,.,.,.,4,4,2,2,4,4,4,4,4,4,.,.,.,.,.,.
508,2,2,.,.,.,4,4,2,2,4,4,4,4,4,4,.,.,.,.,.,.
509,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
510,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
511,2,2,.,.,.,4,4,4,2,2,4,2,4,4,4,.,.,.,.,.,.
512,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
513,2,3,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
514,2,2,.,.,.,4,4,2,2,2,2,2,4,4,4,.,.,.,.,.,.
515,2,3,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
516,2,2,.,.,.,4,3,4,4,4,4,4,4,4,4,.,.,.,.,.,.
517,2,2,.,.,.,4,4,4,2,2,2,2,2,4,4,.,.,.,.,.,.
518,2,2,.,.,.,4,2,3,3,2,2,2,2,4,4,.,.,.,.,.,.
519,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
520,1,2,.,.,.,2,4,2,2,2,2,2,2,4,2,.,.,.,.,.,.
521,2,2,.,.,.,2,4,2,2,2,2,2,2,2,2,.,.,.,.,.,.
522,1,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
523,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
524,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
525,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
526,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
527,2,2,.,.,.,4,4,4,2,2,2,4,4,4,4,.,.,.,.,.,.
528,2,1,.,.,.,4,4,4,2,4,2,2,4,4,4,.,.,.,.,.,.
529,2,1,.,.,.,4,3,4,4,4,4,4,4,4,4,.,.,.,.,.,.
530,2,2,.,.,.,4,2,4,2,4,4,4,4,4,4,.,.,.,.,.,.
531,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
532,2,2,.,.,.,4,4,4,4,2,4,4,4,4,4,.,.,.,.,.,.
533,2,2,.,.,.,4,2,4,4,4,4,4,4,4,4,.,.,.,.,.,.
534,2,2,.,.,.,4,4,4,2,4,4,4,2,2,2,.,.,.,.,.,.
535,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
536,2,2,.,.,.,4,2,4,4,2,4,4,4,4,4,.,.,.,.,.,.
537,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
538,2,1,.,.,.,2,4,4,2,4,2,4,4,4,4,.,.,.,.,.,.
539,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
540,2,2,.,.,.,4,4,2,2,4,4,2,2,4,4,.,.,.,.,.,.
541,2,1,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
542,2,2,.,.,.,2,2,4,2,2,2,2,2,4,4,.,.,.,.,.,.
543,2,3,.,.,.,4,4,4,2,2,4,2,4,4,4,.,.,.,.,.,.
544,2,4,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
545,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
546,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
547,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
548,2,2,.,.,.,4,2,4,2,4,4,4,4,4,4,.,.,.,.,.,.
549,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
550,2,2,.,.,.,4,2,4,2,4,4,4,4,4,4,.,.,.,.,.,.
551,2,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
552,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
553,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
554,2,2,.,.,.,4,4,2,2,4,4,2,4,4,4,.,.,.,.,.,.
555,2,2,.,.,.,4,4,4,4,2,4,4,4,4,4,.,.,.,.,.,.
556,2,2,.,.,.,4,2,2,4,2,2,2,2,2,2,.,.,.,.,.,.
557,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
558,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
559,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
560,2,2,.,.,.,4,4,4,2,2,2,2,4,4,4,.,.,.,.,.,.
561,2,2,.,.,.,4,4,4,4,2,4,4,4,4,4,.,.,.,.,.,.
562,2,2,.,.,.,4,2,4,4,4,4,4,4,4,4,.,.,.,.,.,.
563,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
564,4,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
565,4,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
566,2,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
567,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
568,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
569,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
570,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
571,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
572,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
573,3,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
574,3,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
575,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
576,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
577,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
578,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
579,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
580,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
581,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
582,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
583,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
584,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
585,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
586,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
587,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
588,4,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
589,4,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
590,2,3,.,.,.,4,4,3,4,4,4,3,4,4,4,.,.,.,.,.,.
591,2,3,.,.,.,2,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
592,2,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
593,2,2,.,.,.,4,2,4,4,4,4,4,4,4,4,.,.,.,.,.,.
594,3,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
595,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
596,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
597,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
598,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
599,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
600,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
601,3,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
602,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
603,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
604,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
605,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
606,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
607,3,2,.,.,.,4,3,4,2,4,4,4,4,4,4,.,.,.,.,.,.
608,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
609,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
610,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
611,3,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
612,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
613,2,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
614,2,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
615,3,2,.,.,.,4,4,4,2,4,4,4,4,4,4,.,.,.,.,.,.
616,3,3,.,.,.,4,4,4,3,4,4,4,4,4,4,.,.,.,.,.,.
617,3,2,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
618,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
619,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
620,3,3,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
