Fixed-point accuracy study,,,,,,,,,,,,,,,,,,,,,
Clip #,Ground truth,TensorFlow,N_STO = 2,N_STO = 3,N_STO = 4,N_STO = 5,N_STO = 6,N_STO = 7,N_STO = 8,N_STO = 9,N_STO = 10,N_STO = 11,N_STO = 12,N_STO = 13,N_STO = 14,N_STO = 15,N_STO = 16,N_STO = 17,N_STO = 18,N_STO = 19,N_STO = 20
308,4,2,.,.,.,4,4,2,2,2,2,2,4,2,2,.,.,.,.,.,.
309,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
310,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
311,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
312,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
313,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
314,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
315,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
316,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
317,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
318,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
319,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
320,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
321,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
322,2,2,.,.,.,2,2,2,3,2,2,2,2,2,2,.,.,.,.,.,.
323,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
324,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
325,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
326,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
327,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
328,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
329,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
330,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
331,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
332,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
333,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
334,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
335,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
336,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
337,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
338,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
339,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
340,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
341,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
342,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
343,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
344,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
345,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
346,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
347,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
348,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
349,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
350,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
351,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
352,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
353,2,1,.,.,.,2,2,1,1,2,1,1,1,1,1,.,.,.,.,.,.
354,2,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
355,2,2,.,.,.,2,2,1,1,2,2,2,2,2,2,.,.,.,.,.,.
356,1,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
357,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
358,2,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
359,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
360,2,2,.,.,.,2,2,1,1,2,2,2,2,2,2,.,.,.,.,.,.
361,1,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
362,2,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
363,2,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
364,1,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
365,1,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
366,1,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
367,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
368,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
369,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
370,1,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
371,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
372,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
373,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
374,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
375,2,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
376,1,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
377,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
378,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
379,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
380,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
381,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
382,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
383,1,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
384,1,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
385,2,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
386,1,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
387,2,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
388,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
389,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
390,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
391,2,2,.,.,.,3,2,2,3,2,2,2,2,2,2,.,.,.,.,.,.
392,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
393,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
394,4,2,.,.,.,4,4,2,2,2,2,2,2,2,2,.,.,.,.,.,.
395,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
396,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
397,4,2,.,.,.,4,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
398,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
399,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
400,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
401,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
402,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
403,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
404,2,2,.,.,.,3,2,2,2,3,2,2,2,2,2,.,.,.,.,.,.
405,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
406,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
407,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
408,4,3,.,.,.,2,2,2,3,3,3,3,3,3,3,.,.,.,.,.,.
409,2,2,.,.,.,2,4,2,2,3,2,2,2,2,2,.,.,.,.,.,.
410,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
411,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
412,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
413,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
414,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
415,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
416,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
417,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
418,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
419,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
420,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
421,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
422,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
423,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
424,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
425,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
426,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
427,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
428,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
429,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
430,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
431,2,2,.,.,.,2,2,2,3,2,2,2,2,2,2,.,.,.,.,.,.
432,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
433,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
434,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
435,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
436,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
437,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
438,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
439,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
440,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
441,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
442,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
443,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
444,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
445,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
446,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
447,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
448,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
449,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
450,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
451,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
452,4,2,.,.,.,3,3,2,2,3,3,2,2,3,2,.,.,.,.,.,.
453,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
454,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
455,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
456,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
457,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
458,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
459,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
460,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
461,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
462,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
463,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
464,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
465,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
466,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
467,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
468,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
469,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
470,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
471,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
472,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
473,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
474,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
475,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
476,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
477,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
478,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
479,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
480,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
481,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
482,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
483,1,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
484,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
485,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
486,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
487,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
488,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
489,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
490,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
491,2,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
492,2,2,.,.,.,2,2,1,1,2,2,2,2,2,2,.,.,.,.,.,.
493,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
494,2,2,.,.,.,2,2,1,2,2,2,2,2,2,2,.,.,.,.,.,.
495,2,1,.,.,.,2,2,1,1,2,1,1,1,1,1,.,.,.,.,.,.
496,1,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
497,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
498,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
499,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
500,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
501,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
502,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
503,2,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
504,4,4,.,.,.,2,2,4,2,4,4,4,4,4,4,.,.,.,.,.,.
505,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
506,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
507,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
508,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
509,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
510,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
511,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
512,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
513,2,3,.,.,.,3,2,2,3,3,3,3,3,3,3,.,.,.,.,.,.
514,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
515,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
516,2,2,.,.,.,2,2,2,3,2,2,2,2,2,2,.,.,.,.,.,.
517,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
518,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
519,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
520,1,2,.,.,.,2,2,1,1,2,2,2,2,2,2,.,.,.,.,.,.
521,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
522,1,2,.,.,.,2,2,1,1,2,2,2,2,2,2,.,.,.,.,.,.
523,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
524,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
525,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
526,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
527,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
528,2,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
529,2,1,.,.,.,2,2,1,1,1,1,1,1,1,1,.,.,.,.,.,.
530,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
531,2,2,.,.,.,2,2,1,2,2,2,2,2,2,2,.,.,.,.,.,.
532,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
533,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
534,2,2,.,.,.,2,2,1,1,2,2,2,2,2,2,.,.,.,.,.,.
535,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
536,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
537,2,2,.,.,.,2,2,1,1,2,2,2,2,2,2,.,.,.,.,.,.
538,2,1,.,.,.,2,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.
539,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
540,2,2,.,.,.,2,2,1,2,2,2,2,2,2,2,.,.,.,.,.,.
541,2,1,.,.,.,2,2,1,1,2,1,1,1,1,1,.,.,.,.,.,.
542,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
543,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
544,2,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
545,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
546,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
547,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
548,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
549,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
550,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
551,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
552,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
553,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
554,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
555,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
556,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
557,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
558,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
559,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
560,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
561,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
562,2,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
563,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
564,4,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
565,4,2,.,.,.,4,4,2,2,4,4,4,4,2,2,.,.,.,.,.,.
566,2,3,.,.,.,4,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
567,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
568,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
569,3,3,.,.,.,3,2,3,3,3,3,3,3,3,3,.,.,.,.,.,.
570,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
571,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
572,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
573,3,2,.,.,.,2,2,2,2,3,2,2,2,2,2,.,.,.,.,.,.
574,3,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
575,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
576,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
577,3,3,.,.,.,3,3,2,3,3,3,3,3,3,3,.,.,.,.,.,.
578,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
579,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
580,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
581,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
582,3,3,.,.,.,2,2,3,3,3,3,3,3,3,3,.,.,.,.,.,.
583,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
584,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
585,3,3,.,.,.,2,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
586,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
587,4,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
588,4,2,.,.,.,4,4,2,2,2,2,2,2,2,2,.,.,.,.,.,.
589,4,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
590,2,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
591,2,3,.,.,.,2,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
592,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
593,2,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
594,3,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
595,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
596,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
597,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
598,3,3,.,.,.,2,2,3,3,3,3,3,3,3,3,.,.,.,.,.,.
599,3,3,.,.,.,2,3,2,3,3,3,3,3,3,3,.,.,.,.,.,.
600,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
601,3,2,.,.,.,4,4,2,2,2,2,2,2,2,2,.,.,.,.,.,.
602,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
603,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
604,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
605,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
606,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
607,3,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
608,3,3,.,.,.,2,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
609,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
610,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
611,3,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
612,3,3,.,.,.,2,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
613,2,3,.,.,.,2,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
614,2,3,.,.,.,2,3,2,2,3,2,3,3,3,3,.,.,.,.,.,.
615,3,2,.,.,.,3,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
616,3,3,.,.,.,3,2,2,3,3,3,3,3,3,3,.,.,.,.,.,.
617,3,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
618,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
619,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
620,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
